name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Dynamic Youth Community Inc,Community Residence,1830 Coney Island Avenue,,Brooklyn,11230,718-376-7923,http://www.dycinc.org,40.612794,-73.963239,1,,,1,1,,,,,,,,1,1,,,,,1
Phoenix House,Prospect Place Community Residence,174 Prospect Place,,Brooklyn,11238,718-789-4616,http://www.phoenixhouse.org,40.677966,-73.971037,1,1,1,1,,1,,1,,,,,,1,,1,1,,1
AREBA Casriel Inc,Inpatient Rehabilitation Program,500 West 57th Street,6th and 7th Floors,New York,10019,212-293-3000,http://www.acirehab.org,40.768973,-73.988976,1,,,1,,1,1,1,,1,1,,1,1,,1,1,1,
HANAC Inc,HANAC 822/Chem Dependency Program,3114 30th Avenue,,Astoria,11102,(718) 204-1200,http://www.HANAC.org,40.767009,-73.9217,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
West Midtown Management Group OTP 1,West Midtown Medical Group,311 West 35th Street,,New York,10001,212-736-5900x178,http://www.westmidtownmedicalgroup.net,40.7531256,-73.9935783,1,,,1,,1,1,,,1,,1,,1,,,,,
Jacobi Medical Center/Med Mgd Detox,,1400 Pelham Parkway South,"Building 1, Floor 10E",Bronx,10461,718-918-4465,,40.8559089,-73.8459297,1,,1,1,,1,,,,,,,1,1,,1,,,
Odyssey House Inc,Outpatient Services,953 Southern Boulevard,Suite 301,Bronx,10459,718-860-2994,http://www.odysseyhouseinc.org,40.821011,-73.891589,,,1,1,1,1,,,1,,,1,1,1,1,,,,
PAC Program of the Bronx Inc OP,,1215-1217 Stratford Avenue,,Bronx,10472,718-328-2605,http://www.thepacprogram.com,40.829655,-73.8759098,,,1,1,,1,,,,1,1,1,,1,,1,,,
Therapeutic Early Childhood Center,Preschool Day Treatment,35 East 110 Street,,New York,10029,212-426-3400,http://www.northsidecenter.org,40.796286,-73.947899,1,1,,1,,,,1,1,1,,1,1,1,1,,1,,
Odyssey House Inc,Eldercare Program,George Rosenthal Center For Recovery,13 Hell Gate Circle,New York,10035,212-426-6637,http://www.Odysseyhouseinc.org,40.794065,-73.9271644,1,,,1,,,,,,,,,,1,,,,,1
Crotona CR,,695 East 170th Street,,Bronx,10456,718-991-0721,http://www.urbanpathways.org,40.8335466,-73.8969488,,,,,,,,,,,,,1,1,1,,,,1
Inter Care LTD MSW OP,,51 East 25th Street,,New York,10010,212-532-0303,,40.7419984,-73.9861092,1,,,,,1,1,,,,,,1,1,,,,,
ICL Inc,Walit,415-417  State Street,Suite 417,Brooklyn,11217,718-625-4635,http://www.iclinc.org,40.6870285,-73.9824773,,,,,,,,,,,,,1,1,1,,,,1
New York Presbyterian Hospital,Morgan Stanley Childrens Hospital,3959 Broadway,"6th Floor, North Wing Pediatric Psych",New York,10032,212-305-3093,,40.8397384,-73.9414214,,,1,1,,1,1,,,,,1,1,,,1,,,
New York Presbyterian Hospital,Columbia Presbyterian Ctr Inpt Unit,177 Fort Washington Avenue,"Milstein Hospital, Building 9",New York,10032,212-305-5904,http://www.nyp.org,40.8415162,-73.9429931,,,1,1,,1,,,,,,,1,1,,1,,1,
NYC HHC Jacobi Medical Center,Behav Healthcare Services Inpt Servs,1400 Pelham Parkway South,,Bronx,10461,718-918-6702,http://www.nyc.gov/html/hhc/jacobi/html/home/home.shtml,40.8561364,-73.8473559,,,1,1,,1,,,,,,,1,1,1,1,,1,
Postgrad Center for Mental Health Inc,Postgrad Adult and Child Clinic,1775 Grand Concourse,8th Floor,Bronx,10453,212-665-1860,http://www.pgcmh.org,40.8464805,-73.9103442,,,,1,,1,,,,,,1,1,1,1,,,,
Counseling Services of NY LLC/CD OP,,911 Walton Avenue,Suite 1-B,Bronx,10452,718-590-1790,http://csofny.com,40.82833,-73.92381,1,,,1,1,1,1,1,,1,1,,1,1,1,,1,,
Argus Community Inc,Striver House,202-204 Edgecomb Avenue,,New York,10030,212-690-1900,http://www.arguscommunity.org,40.822512,-73.944052,1,,,1,,1,,,,,,,1,1,1,1,,,1
Addiction Care Interventions,Chemical Dependency Outpatient Servs,255 West 36th Street,8th Floor,New York,10016,212-378-4545,http://www.acirehab.org,40.7462554,-73.97531349999997,1,,,1,,1,1,,,,1,1,,1,,1,,,
Coney Island Hospital,Inpatient Substance Abuse Detox Prog,2601 Ocean Parkway,,Brooklyn,11235,718-616-5500,http://www.coneyislandhospital.com,40.585492,-73.965584,1,,1,1,,1,,,,,,,1,1,,1,,1,
Association to Benefit Children,Childrens Mobile Mental Health Clinic,1841 Park Avenue,,New York,10035,646-459-6165,http://www.a-b-c.org/,40.805641,-73.938107,,1,1,1,1,1,,,,,1,1,1,,,,,,
Lower Eastside Service Center Inc,Continuing Day Treatment Program,46 East Broadway,2nd Floor,New York,10002,212-343-3520,http://www.lesc.org,40.7137807,-73.9958611,,,1,1,,1,,,,,,,1,1,1,,,,
Samuel Field YM and YWHA,,5820 Little Neck Parkway,,Little Neck,11362,718-225-6750,http://www.sfy.org,40.760885,-73.72329,,1,1,1,1,1,,,,,,,,1,1,1,,,
Park Slope Ctr for Mental Health Inc,,257 15th Street,Suite A,Brooklyn,11215,718-788-5101,http://parkslopecenter.org,40.665,-73.98763,,,1,1,,1,,,,,,1,1,1,1,1,,,
Zucker Hillside Hospital,Child and Adolescent Psychiatry,Ambulatory Care Pavilion Lower Lev,75-59 263rd Street,Glen Oaks,11004,718-470-3500,http://www.northshorelij.com,40.7471504,-73.7118223,,,1,1,,1,1,,,,,1,,,,1,,,
Kingsboro Addiction Treatment Center,Med Sup Withdrawal Inpatient,754 Lexington Avenue,,Brooklyn,11221,718-453-3200,,40.689967,-73.928811,1,,,1,,1,,,,,,,1,1,,1,,,1
Samaritan Daytop Village Inc,Samaritan Village OP,2639 Atlantic Avenue,,Brooklyn,11207,929-244-1456,,40.675985,-73.897204,1,,,,,,,1,,,,,1,1,,,1,,1
Lesbian and Gay Community Services Ctr,CD OP,208 West 13th Street,,New York,10011,646-556-9300,http://www.gaycenter.org,40.7380382,-74.0010439,1,,,1,,1,1,,,1,,,1,1,,1,,,
Pesach Tikvah Hope Development Inc,Pesach Tikvah Family Services Center,18 Middleton Street,,Brooklyn,11206,718-875-6900-100,http://www.pesachtikvah.org,40.700354,-73.955079,,,,1,,1,,,,,,1,1,1,1,,,,
Maimonides Medical Center,Behavioral Health Services,920 48th Street,,Brooklyn,11219,718-283-8100,http://www.maimonidesmed.org,40.640394,-73.999632,,,1,1,,1,,,,,,1,1,1,1,1,,1,
Bedford Health Center,Brightpoint Health,1669 Bedford Avenue,,Brooklyn,11225,855-681-8700,https://brightpointhealth.org/,40.6658426,-73.9565062,,,1,1,,1,,,,,,1,1,1,1,1,,,
Saint Vincents Mental Health Services,,66 Boerum Place,,Brooklyn,11201,718-522-6011,,40.689691,-73.990659,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,
TRI Center Inc,Drug Abuse Treatment,175 Remsen Street,,Brooklyn,11201,718-858-4050,http://www.tricenter.com,40.6932937729792,-73.991596373099,1,1,,,,,1,1,1,1,1,,1,1,,1,1,,
Interfaith Medical Center,Chemical Dependency Outpatient Servs,1545 Atlantic Avenue,3rd Floor,Brooklyn,11213,718-613-4450,http://www.interfaithmedical.com,40.6778951114955,-73.9374944446834,1,1,1,1,1,1,,,,,,,1,1,1,1,,,
Kings County Hospital Center,Polydrug Outpatient Program,591 Kingston Avenue,1st Floor,Brooklyn,11203,718-245-2670,,40.6592133,-73.9412557,1,,1,1,,1,,,,,1,,1,1,,1,,,
Bronx Psychiatric Center,ACT Team,3050 White Plains Road,2nd Floor,Bronx,10467,718-944-7053,,40.870344,-73.86719,,1,1,1,,1,,,,,,,1,1,1,1,,,
New York City Childrens Center,Brooklyn Campus,1819 Bergen Street,,Brooklyn,11233,718-613-3100,http://omh.ny.gov,40.67489,-73.920695,,,,1,,1,1,,,,,1,,,,,,,
Jewish Board of Family/Childrens Servs,Pride of Judea Counseling Center,243-02 Northern Boulevard,,Little Neck,11362,718-423-6200,http://www.jbfcs.org/programs-services/counseling-services/list-programs/,40.765224,-73.7427,,1,1,1,1,1,,,,,,1,1,1,1,,,,
Bohan Denton Flatlands Guidance Center,,2037 Utica Avenue,2nd Floor,Brooklyn,11234,718-377-5755,http://ccbq.org,40.622116,-73.926859,,1,1,1,1,1,,,,,1,1,1,1,1,1,,,
Samaritan Daytop Village Inc IR,Young Mothers/Infants/Toddlers,119 West 106th Street,,New York,10025,212-222-5285,,40.799869,-73.963611,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,1
Outreach Outpatient Services (OOS),Medically Supervised Subst Abuse Prog,11711 Myrtle Avenue,,Richmond Hill,11418,718-849-6300,http://www.opiny.org,40.700275,-73.832012,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,
Harlem Hospital Center,Chemical Dependency Outpatient Service,22-44 West 137th Street,Women Pavillion Bldg (WP BLDG) 4th Fl,New York,10037,212-939-3030,http://www.nyc.gov/html/hhc/html/facilities/harlem.shtml,40.814896,-73.938703,1,,1,1,1,1,,,,,,,1,1,1,1,,,
BGR Services CD OP,DBA The PAC Program of Brooklyn,7 Debevoise Street,2nd Floor,Brooklyn,11206,718-388-5950,http://www.thepacprogram.com,40.701429,-73.943098,1,1,1,1,1,1,,,,,,1,,1,,1,,,
Long Island Jewish Medical Center,Addiction Recovery Services/Daehrs,7559 263rd Street,Littauer Building Zucher Hillside Hosp,Glen Oaks,11004,718-470-8950,,40.7507476,-73.7118351,,,1,1,,1,,,,,,,1,1,,1,,,
Bronx Addiction Treatment Center,CD Inpatient Rehab Program,1500 Waters Place,Building 13,Bronx,10461,718-904-0026,http://www.oasas.ny.gov/atc/bronx/index.cfm,40.8452928027687,-73.8407926264143,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,1
Elmhurst Hospital Center,Alcoholism Outpatient Clinic,7901 Broadway,Comm Medical Ctr H Bldg Room H3-117,Elmhurst,11373,718-334-3987,,40.744621,-73.8862,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
CCNS,Flatbush Addiction Treatment Center,1463 Flatbush Avenue,2nd Floor,Brooklyn,11210,718-951-9009,http://www.ccbq.org,40.6348698,-73.949464,1,,,1,,1,,,,,,,1,1,,1,,,
Promesa Inc,Residential Drug Treatment Prog Adult,1776 Clay Avenue,,Bronx,10457,718-299-1100,http://www.acacianetwork.org,40.846173,-73.904288,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1
Carnegie Hill Institute LLC,Substance Abuse Treatment,116 East 92nd Street,,New York,10128,646-672-1105,http://www.carnegiehill.com,40.7835085,-73.953809,1,,,1,,1,1,1,,1,1,,1,1,,,1,,
Elmhurst Hospital Center,,7901 Broadway Street,,Elmhurst,11373,718-334-4000,,40.733798,-73.872167,,,1,1,,1,,,,,,1,1,1,1,,,1,
New York Presbyterian Hospital,School Based Clinic PS 145,150 West 105th Street,Room 306,New York,10025,212-678-2857,http://www.nyp.org,40.799179,-73.965156,,1,1,1,1,1,1,,,,,1,1,,,1,1,,
New Horizon Counseling Center,Ozone Park Clinic,108-19 Rockaway Boulevard,,South Ozone Park,11420,718-845-2620,http://www.nhcc.us,40.678175,-73.830353,,,1,1,,1,,,,,,1,1,1,1,1,,,
NYC/HHC Harlem Hospital Center,CSS Program/Womens Pavillion Room 332,16 West 137th Street,Womens Pavilion 3rd Floor,New York,10037,212-939-3212,,40.814322,-73.937337,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
SES Operating Corp/DBA Harlem East,Life Plan Counseling Center,2367-69 2nd Avenue,,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com/,40.800589,-73.935541,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
NYC/HHC Bellevue Hospital Center,Child and Adolescent Partial Hospital,462 First Avenue,21st Floor,New York,10016,212-562-8959,http://www.nychhc.org/bellevue,40.739217,-73.9754976,,,1,1,,1,1,,,,,1,,,,1,,1,
Bronx James J Peters VAMC,Mental Healthcare Center,130 West Kingsbridge Road (00MH),,Bronx,10468,718-584-9000,http://vaww.bronx.med.va.gov,40.8687887,-73.8977693,,,,,,1,1,1,,1,,,1,1,1,,1,1,1
Reborn for New Life LLC,Outpatient Program,400 Liberty Avenue,2nd Floor,Brooklyn,11207,917-893-9900,,40.6744184,-73.895128,1,,,1,,1,,,,,,1,1,1,,1,,,
Camelot of Staten Island Inc,Male Intensive Residential,460 Brielle Avenue,Building H,Staten Island,10314,718-816-6589x101,http://www.camelotcounseling.com,40.5904525,-74.1323438,1,,,,,,,,,,,,1,1,,,,,1
Life Recovery Center,OP,1285 Fulton Avenue,1st and 2nd Floor,Bronx,10456,718-518-3736,http://www.bronxcare.org/highlights/latest-news/life-recovery-center/,40.832127,-73.903936,1,,1,1,,,,,,,,,1,1,,,,,
NYC/H&H Lincoln Hospital,Adult/Geriatric Clinic,234 East 149th Street,,Bronx,10451,718-579-5893,,40.8168904,-73.9244407,,,1,1,,1,,,,,,,1,1,1,1,,,
SUS Briarwood SRO,,307 Bay Ridge Avenue,,Brooklyn,11220,718-748-3529,http://sus.org,40.635673,-74.025792,,1,1,1,,1,,1,,1,,,,1,1,1,1,,1
Promesa Inc,MTA Outpatient,1776 Clay Avenue,,Bronx,10457,718-299-1100-7599,http://www.promesa.org,40.846171,-73.904316,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,
Creedmoor Psychiatric Center,,79-25 Winchester Boulevard,Building 40,Queens Village,11427,718-264-4000,http://www.omh.ny.gov/omhweb/facilities/crpc/,40.7414514,-73.7314583,,,1,1,,1,1,,,,,,1,1,1,1,,1,1
Harlem East Life Plan (HELP),Outpatient Methadone Clinic/KEEP,2369 2nd Avenue,,New York,10035,212-876-2300-107,http://www.harlemeastlifeplan.com,40.800628,-73.935351,,,1,1,1,1,1,,1,1,1,,1,1,1,,,,
New York Foundling Hospital,Mental Health Clinic,2090 Adam Clayton Powell Jr Boulevard,Suite 780,New York,10027,917-485-7280,http://www.nyfoundling.org,40.808758,-73.94891,,,,1,1,1,,,,,,1,1,1,1,,,,
NYC/HHC Elmhurst Hospital Center,Partial Hospitalization Program,79-01 Broadway,,Elmhurst,11373,718-334-2155,,40.746526,-73.891094,,,1,1,,1,,,,,,1,,,,,,1,
Creedmoor Psychiatric Center,Steinway Wellness and Recovery Center,3811 Broadway Street,3rd Floor,Astoria,11103,718-726-5953x220,,40.7592944,-73.9190985,,,1,1,,,,,,,,,1,1,1,,,,
Alpha School of Brightpoint Health,,2400 Linden Boulevard,,Brooklyn,11208,718-257-5800,http://brightpointhealth.org,40.665061,-73.8744,1,,1,1,,1,,,,,,1,,1,,1,,,
Coney Island Hospital,CD/Dept Behav Health Clinic Component,Hammett Pavillion 422,2601 Ocean Parkway,Brooklyn,11235,718- 616-3000,,40.586007,-73.94186,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,
Puerto Rican Family Institute Inc,Bronx Mental Health Clinic,4123 3rd Avenue,,Bronx,10457,718-299-3045-3228,,40.84478,-73.897336,,,1,1,,1,1,,,1,,1,1,1,1,1,,,
Lincoln Medical/Mental Health Center,Psychiatric Emergency Room,234 East 149th Street,,Bronx,10451,718-579-5000-5783,,40.8168904,-73.9244407,,,1,1,,1,,,,1,,1,1,1,1,1,,1,
Lower Eastside Service Center,ORS Clinic III,62 East Broadway,,New York,10002,212-343-3591,http://www.lesc.org,40.7138341,-73.9951397,1,,,1,,,,,,,,,1,1,,,,,
Faith Mission,Crisis Center Inc,114-40 Van Wyck Expressway,,South Ozone Park,11420,718-322-3455,http://www.fmacc.org,40.681676,-73.805988,1,,,,,,,,,,1,,1,1,,,,,1
Urban Resources Institute,Marguerite T Saunders Urban Center OP,2639 Atlantic Avenue,1st and 2nd Floors,Brooklyn,11207,718-636-0015,http://www.urinyc.org,40.675985,-73.897204,1,,,1,,,,,,,,,1,1,,,,,
Staten Island University Hospital,Chemical Dependency Outpatient Service,392 Seguine Avenue,2nd Floor,Staten Island,10309,718-226-2752,http://www.nslij.edu,40.516429,-74.197306,1,,1,1,,1,,,,,,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic 2F,429 2nd Avenue,,New York,10010,212-726-6847,http://www.wehealny.org,40.7391773,-73.9802061,1,,1,1,,,,,,,,,1,1,,,,,
MIH Victory Inc OP,,311 Audubon Avenue,,New York,10033,212-256-0725,,40.8483806,-73.932403,,,,,,,1,,,,,1,,1,,,,,1
Samaritan Daytop Village Inc,Admission and Assessment Unit,8883 Van Wyck Expressway,,Jamaica,11435,718-657-6195-8700,http://www.samaritanvillage.org,40.6831611873455,-73.8052073408386,1,,,,,,1,1,1,1,1,,1,1,,,1,,1
Center for Comp Health Practice Inc,FESP MS,1900 2nd Avenue,9th Floor,New York,10029,212-360-7756,http://www.CCHPhealthcare.org,40.7854095,-73.9458363,,,1,1,,1,,,1,1,,,,1,,1,,,
Institute for Community Living Inc,Child and Family Division Services,2581 Atlantic Avenue,,Brooklyn,11207,718-290-8100,http://iclinc.net,40.675848,-73.899109,1,1,1,1,1,,1,,,,,1,1,1,1,,,,
Saint Josephs Hospital Yonkers,Queens Opioid Treatment Clinic,175-20 Hillside Avenue,3rd and 4th Floors,Jamaica,11432,718-291-1890,,40.7116387,-73.7869775,1,,,1,,,,,,,,,1,1,,,,,
Hazelden Betty Ford Foundation,,322 8th Avenue,12th Floor,New York,10001,212-420-9520,http://hazeldenbettyford.org/treatment/locations/chelsea,40.747224,-73.9965969,1,,,,,1,,,,,,,1,1,,,,,
Northside Center for Child Development,,35 East 110 Street,,New York,10029,212-426-3400,,40.796286,-73.947899,,1,,1,1,,,,,,,1,1,1,,,,,
Brooklyn Community Services,,285 Schermerhorn Street,,Brooklyn,11217,718-310-5752,http://www.wearebcs.org,40.687811,-73.982692,,,1,1,1,,,,,,1,,1,1,1,,,,
NYC/HHC North Central Bronx Hospital,Inpatient Psychiatric Unit,3424 Kossuth Avenue,,Bronx,10467,718-519-4864,,40.8805358,-73.8811176,,,1,1,,1,1,1,,1,,,1,1,1,,1,1,1
ELMCOR Youth and Adult Activities Inc,Elmcor Youth and Adult Activities OP,107-20 Northern Boulevard,,Corona,11368,718-651-0096x202,,40.7575995,-73.8612339,1,,1,1,,1,,,,,1,1,,1,,1,,,
Serendipity,John David Center,2071 Fulton Street,,Brooklyn,11233,718-398-0096,http://www.staynout.org,40.678556,-73.910118,1,,1,1,,,1,1,,1,1,1,,1,,,1,,1
West Midtown Medical Group,OP 1,311 West 35th Street,4th Floor,New York,10011,212-736-5900,http://www.westmidtownmedicalgroup.net,40.753175,-73.993112,,,1,1,,1,1,,,1,,,1,1,1,1,,,
Center for Hearing and Communications,,50 Broadway,Floor 6,New York,10004,917-305-7793,http://chchearing.org,40.706441,-74.012651,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,
Montefiore Medical Center,Wakefield Child Psychiatry Clinic,4141 Carpenter Avenue,,Bronx,10466,718-920-9394,,40.8931211,-73.8612585,,,1,1,,1,,,,,,1,1,,,,,,
VA NY Harbor Healthcare System,Staten Island Community Clinic,1150 South Avenue,Suite 301,Staten Island,10314,718-761-2973,,40.610434,-74.177799,,,1,1,,1,,1,,1,,,1,1,1,,1,,
First Steps to Recovery Inc,CD Outpatient,312 West 47th Street,Ground Floor,New York,10036,212- 397-3711,http://www.firststepstorecovery.com,40.7604857589392,-73.9878056181097,1,,,1,,1,1,1,,1,1,,1,1,1,1,1,,
SES Operating Corporation,Harlem East Life Plan Unit II,2367-69 Second Avenue,,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com,40.800532,-73.935394,,,1,,1,,1,,1,1,1,,1,1,,,,,
Catholic Charities,,1463 Flatbush Avenue,,Brooklyn,11210,718-951-9009,,40.6348698,-73.949464,1,,,1,,1,,,,,,,1,1,,1,,,
Shiloh Consulting LLC,,214 West 29th Street,Suite 703,New York,10001,212-564-7631,,40.748077,-73.994027,,1,1,1,1,1,,,,,,,1,1,1,,,,
NYC/HHC Kings County Hospital Center,Kings County Hospital Ctr FOCUS (IOT),451 Clarkson Avenue,Building R,Brooklyn,11203,718-245-4871,,40.6567192,-73.9461696,,,1,1,,1,,,,,,,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Child Development and Learning Ctr,34 West 139th Street,Ground Floor,New York,10037,212-690-7234,,40.815591,-73.937049,,1,,1,1,1,,,,,,1,,,,1,,,
University Settlement Society of NY,Victory Guild Consultation Center,184 Eldridge Street,,New York,10002,212-453-4505-4505,http://www.universitysettlement.org,40.720648,-73.990683,,,1,1,,1,,,,,,1,1,1,1,1,,,
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares CCR,63 Shaeffer Street,,Brooklyn,11207,718-443-5874,,40.686338,-73.91145,,,1,1,,,,,,,,1,,,,,,,1
Cumberland/A Gotham Health Center,New York City Health and Hospitals,100 North Portland Avenue,Behavioral Health Department,Brooklyn,11205,718-260-4810,,40.6950956,-73.9766915,,,1,1,,1,,,,,,,1,1,1,1,,,
Silver Lake Support Services Inc,Chemical Dependency Outpatient Clinic,201 Forest Avenue,,Staten Island,10301,718-815-3155,http://www.silverlakesupport.com,40.632052,-74.096017,1,1,,1,1,1,,1,,,,,1,1,1,1,1,,
Morris Heights Health Center,Harrison Circle,57 West Burnside Avenue,Level B-1,Bronx,10453,718-839-8900-333,http://www.mhhc.org,40.854328,-73.909616,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
Odyssey House Inc,Leadership Center,309-311 East 6th Street,,New York,10003,212-780-1591,http://www.odysseyhouseinc.org,40.727256,-73.987671,,,1,1,,,,,,,,1,1,1,,,,,1
New York City Childrens Center,Queens Mid Childhood Clinic at PS 169,110 East 88th Street,PS 169,New York,10128,212-987-2010,http://omh.ny.gov,40.780971,-73.955277,,1,,1,1,,,,,,,1,1,,,1,,,
Puerto Rican Family Institute Inc,Manhattan Mental Health Clinic,145 West 15th Street,5th Floor,New York,10011,212-229-6905,http://www.prfi.org,40.739036,-73.997874,,1,1,1,,1,,1,,,,1,1,1,,1,1,,
Catholic Charities Neighborhood Servs,Catholic Charities Behavioral Hlth Ctr,161-10 Jamaica Avenue,2nd Floor,Jamaica,11432,718-704-5488,http://ccbq.org,40.70364,-73.797826,,,1,1,,1,,,,,,1,1,1,1,1,,,
Postgraduate Center for Mental Health,Center for Adult Psychotherapy,71 West 23rd Street,Floor 7,New York,10010,212-576-4195,http://www.pgcmh.org,40.7429639,-73.9922767,,,1,1,,1,,,,,,,1,1,1,,,,
REACH Program,,119-121 West 124th Street,6th Floor,New York,10027,917-386-1790,http://www.artcny.org,40.8076669,-73.9467981,1,,,1,,,,,,,,1,,1,,,,,
Bronx Lebanon Hospital Center,Community Residence,1285 Fulton Avenue,,Bronx,10456,718-518-3700-3733,http://www.bronxcare.org,40.832127,-73.903936,1,1,1,1,1,1,,,,,,,1,1,1,,,,1
Interfaith Medical Center,Interfaith Medical Center MMD,1545 Atlantic Avenue,Floor 6E,Brooklyn,11213,718-613-4330-4330,,40.678211,-73.937578,1,,1,1,,1,,,1,,,,1,1,,1,,1,
Lower Eastside Service Center,Pregnant Women and Infants Program,7 Gouverneur Slip East,,New York,10002,212-566-7590-7590,http://www.lesc.org,40.7110093,-73.9829279,1,,,1,,,,,1,,,,1,1,,,,,1
Phoenix House,RTC/Long Island City/Queens,34-25 Vernon Boulevard,,Long Island City,11101,718-726-8484-3554,http://www.phoenixhouse.org,40.764901,-73.94054,,,,1,1,,1,1,1,,1,,1,1,1,,1,,1
New York Center for Living Inc,,224-226 East 52nd Street,,New York,10022,212-712-8817,http://www.centerforliving.org,40.7564393,-73.9688705,1,,,,,1,,,,,,1,,1,,,,,
Realization Center Inc,Licensed Outpt Addictions Trt Prog,175 Remsen Street,2nd Floor,Brooklyn,11201,718-342-6700,http://www.realizationcenternyc.com,40.693496,-73.99137,1,,,1,,1,1,1,,,,1,,1,,1,1,,
Staten Island University Hospital,(SIUH) Inpatient Psychiatry Unit,375 Seguine Avenue,2N2S,Staten Island,10309,718-226-2000-2800,http://www.nshs.edu,40.5169799,-74.19614,,,1,1,,1,,,,,,,1,1,1,,,1,
Cumberland Diagnostic and Trt Center,,100 North Portland Avenue,,Brooklyn,11205,718-260-4810,http://www.hhc.org,40.6950953,-73.9767108,,,1,1,,1,,,,1,1,,1,1,,1,,,
NRI Group LLC OP,,301 West 37th Street,,New York,10019,212-967-0770-12,,40.754115,-73.992098,1,,,1,,,,,,,,,1,1,,,,,
Argus Community Inc,Adult Resocialization Unit,507 West 145th Street,,New York,10031,212-234-1660,http://www.arguscommunity.org,40.825773,-73.948157,1,,1,,1,1,,,,,,,,1,,,,,
Samaritan Daytop Village Inc,Veritas House Community Residence,68 West 106th Street,,New York,10025,646-790-7364,http://www.samaritanvillage.org,40.798779,-73.962519,,,1,1,,1,,,,,,,1,1,,1,,,1
Concourse Medical Center Inc,Opiod Treatment Clinic,880 Morris Avenue,,Bronx,10451,718-665-9340x119,,40.8258742,-73.9181369,1,,1,1,,,,,1,,,,1,1,,1,,,
Counseling Service of EDNY,CD/Outpt Services,163-18 Jamaica Avenue,,Jamaica,11432,718-658-0010-613,http://www.csedny.org,40.704647,-73.7961331,1,,1,,,,,,,,1,,1,1,,1,,,
Bellevue Hospital Center (HHC),Bellevue Hospital Ctr MMD,462 First Avenue,Floor 20 S,New York,10016,(212) 562-4239,http://www.med.nyu.edu/substanceabuse,40.739378,-73.975625,,,1,1,,1,,,,,,,1,1,,1,,1,
Bridge,Clinical Treatment Program,248 West 108th Street,,New York,10025,212-663-3000x1372,,40.8024632,-73.9670047,,,1,1,,,,,,,,,1,1,1,,,,
East New York Clinic OTP,,494 Dumont Avenue,1st Floor,Brooklyn,11207,718-385-4000x1,http://www.startny.org,40.6650843,-73.9004604,1,,,1,,,,,,,,,1,1,,,,,
Safe Space NYC Inc,Family Life Clinic,89-74 162nd Street,5th Floor,Jamaica,11432,718-526-2400,http://safespacenyc.org,40.704733,-73.798159,,1,,1,1,1,,,,,,1,1,1,1,1,,,
Goodwill Industries of NY and North NJ,PROS Rebound,421 27th Avenue,,Astoria,11102,718-777-6311,http://www.goodwillnynj.org/,40.7743181,-73.9311433,,,1,1,,,,,,,,,1,1,1,,,,
Franklin House IR,,1064 Franklin Avenue,1st - 5th Floors,Bronx,10456,718-764-1541,http://www.acacianetwork.org,40.82692,-73.906899,1,,,,1,1,,,1,1,,,1,1,1,,,,1
Metropolitan Center for Mental Health,CD/OP Clinic/Families/Ind in Recovery,1090 Saint Nicholas Avenue,Corner of West 165th Street 1st Floor,New York,10032,212-543-0777,http://www.metropolitancenter.com,40.838127,-73.939478,,,1,1,1,1,,,,,,1,1,1,1,1,,,
Astor Servs for Children and Families,Lawrence F Hickey Center,4010 Dyre Avenue,,Bronx,10466,718-515-3000,,40.890957,-73.830622,,1,,1,1,,,,,,,1,,,,,,,
YAI,,460 West 34th Street,,New York,10001,212-273-6100,http://www.yai.org,40.7541045,-73.9989178,,,1,1,,,,,,,,1,1,1,1,,,,
Lafayette Medical Approach LLC,,233 Lafayette Street,,New York,10012,212-431-6177,http://www.lafayettemedical.org,40.722452,-73.9968219,1,,,1,,,,,,,,,1,1,,,,,
Promesa Inc,CD Outpatient Treatment (CDOP),1776 Clay Avenue,,Bronx,10457,718-960-7503,http://www.acacianetwork.org,40.846171,-73.904316,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,
